date,open,high,low,close,volume
2025-05-07,113.05,117.68,112.28,117.06,206758800
2025-05-08,118.25,118.68,115.85,117.37,198428100
2025-05-09,117.35,118.23,115.21,116.65,132972200
2025-05-12,121.97,123.0,120.28,123.0,225023300
2025-05-13,124.98,131.22,124.47,129.93,330430100
2025-05-14,133.2,135.44,131.68,135.34,281180800
2025-05-15,134.29,136.3,132.66,134.83,226632600
2025-05-16,136.22,136.35,133.46,135.4,226542500
2025-05-19,132.39,135.87,132.39,135.57,193154600
2025-05-20,134.29,134.58,132.62,134.38,161514200
2025-05-21,133.06,137.4,130.59,131.8,270608700
2025-05-22,132.23,134.25,131.55,132.83,187344000
2025-05-23,130.0,132.68,129.16,131.29,198821300
2025-05-27,134.15,135.66,133.31,135.5,192953600
2025-05-28,136.03,137.25,134.79,134.81,304021100
2025-05-29,142.25,143.49,137.91,139.19,369241900
2025-05-30,138.72,139.62,132.92,135.13,333170900
2025-06-02,135.49,138.12,135.4,137.38,197663100
2025-06-03,138.78,142.0,137.95,141.22,225578800
2025-06-04,142.19,142.39,139.54,141.92,167120800
2025-06-05,142.17,144.0,138.83,139.99,231397900
2025-06-06,142.51,143.27,141.51,141.72,153986200
2025-06-09,143.19,145.0,141.94,142.63,185114500
2025-06-10,142.69,144.29,141.53,143.96,155881900
2025-06-11,144.61,144.99,141.87,142.83,167694000
2025-06-12,141.97,145.0,141.85,145.0,162365000
2025-06-13,142.48,143.58,140.85,141.97,180820600
2025-06-16,143.35,146.18,143.2,144.69,183133700
2025-06-17,144.49,145.22,143.78,144.12,139108000
2025-06-18,144.01,145.65,143.12,145.48,161494100
2025-06-20,145.45,146.2,142.65,143.85,242956200
2025-06-23,142.5,144.78,142.03,144.17,154308900
2025-06-24,145.56,147.96,145.5,147.9,187566100
2025-06-25,149.27,154.45,149.26,154.31,269146500
2025-06-26,155.98,156.72,154.0,155.02,198145700
2025-06-27,156.04,158.71,155.26,157.75,263234500
2025-06-30,158.4,158.66,155.96,157.99,194580300
2025-07-01,156.29,157.2,151.49,153.3,213143600
2025-07-02,152.98,157.6,152.97,157.25,171224100
2025-07-03,158.37,160.98,157.77,159.34,143716100
2025-07-07,158.2,159.31,157.34,158.24,140139000
2025-07-08,159.33,160.22,158.39,160.0,138133000
2025-07-09,161.22,164.42,161.16,162.88,183656400
2025-07-10,164.32,164.5,161.61,164.1,167704100
2025-07-11,163.72,167.89,163.47,164.92,193633300
2025-07-14,165.37,165.49,162.02,164.07,136975800
2025-07-15,171.19,172.4,169.2,170.7,230627400
2025-07-16,171.06,171.75,168.9,171.37,158831500
2025-07-17,172.02,174.16,170.83,173.0,160841100
2025-07-18,173.64,174.25,171.26,172.41,146456400
2025-07-21,172.75,173.38,171.0,171.38,123126100
2025-07-22,171.34,171.39,164.58,167.03,193114300
2025-07-23,169.53,171.26,167.97,170.78,154082200
2025-07-24,172.44,173.83,171.3,173.74,128984600
2025-07-25,173.61,174.72,172.96,173.5,122316800
2025-07-28,174.02,177.0,173.97,176.75,140023500
2025-07-29,177.96,179.38,175.02,175.51,154077500
2025-07-30,176.51,179.89,176.04,179.27,174312200
2025-07-31,182.9,183.3,175.93,177.87,221685400
2025-08-01,174.09,176.54,170.89,173.72,204529000
2025-08-04,175.16,180.2,174.52,180.0,148174600
2025-08-05,179.62,180.26,175.9,178.26,156407600
2025-08-06,176.33,179.9,176.25,179.42,137192300
2025-08-07,181.57,183.88,178.8,180.77,151878400
2025-08-08,181.55,183.3,180.4,182.7,123396700
2025-08-11,182.05,183.84,180.25,182.06,138323200
2025-08-12,182.96,184.48,179.46,183.16,145485700
2025-08-13,182.62,183.97,179.35,181.59,179871700
2025-08-14,179.75,183.02,179.46,182.02,129554000
2025-08-15,181.88,181.9,178.04,180.45,156602200
2025-08-18,180.6,182.94,180.59,182.01,132008000
2025-08-19,182.43,182.5,175.49,175.64,185229200
2025-08-20,175.17,176.0,168.8,175.4,215142700
2025-08-21,174.85,176.9,173.81,174.98,140040900
2025-08-22,172.61,178.59,171.2,177.99,172789400
2025-08-25,178.35,181.91,176.57,179.81,163012800
2025-08-26,180.06,182.39,178.81,181.77,168688200
2025-08-27,181.98,182.49,179.1,181.6,235518900
2025-08-28,180.82,184.47,176.41,180.17,281787800
2025-08-29,178.11,178.15,173.15,174.18,243257900
2025-09-02,170.0,172.38,167.22,170.78,231164900
2025-09-03,171.06,172.41,168.88,170.62,164424900
2025-09-04,170.57,171.86,169.41,171.66,141670100
2025-09-05,168.03,169.03,164.07,167.02,224441400
2025-09-08,167.55,170.96,167.35,168.31,163769100
2025-09-09,169.09,170.98,166.74,170.76,157548400
2025-09-10,176.64,179.29,175.47,177.33,226852000
2025-09-11,179.68,180.28,176.48,177.17,151159300
2025-09-12,177.77,178.6,176.45,177.82,124911000
2025-09-15,175.67,178.85,174.51,177.75,147061600
2025-09-16,177.0,177.5,174.38,174.88,140737800
2025-09-17,172.64,173.2,168.41,170.29,211843800
2025-09-18,173.98,177.1,172.96,176.24,191763300
2025-09-19,175.77,178.08,175.18,176.67,237182100
2025-09-22,175.3,184.55,174.71,183.61,269637000
2025-09-23,181.97,182.42,176.21,178.43,192559600
2025-09-24,179.77,179.78,175.4,176.97,143564100
2025-09-25,174.48,180.26,173.13,177.69,191586700
2025-09-26,178.17,179.77,174.93,178.19,148573700
2025-09-29,180.43,184.0,180.32,181.85,193063500
2025-09-30,182.08,187.35,181.48,186.58,236981000
2025-10-01,185.24,188.14,183.9,187.24,173844900
2025-10-02,189.6,191.05,188.06,188.89,136805800
2025-10-03,189.19,190.36,185.38,187.62,137596900
2025-10-06,185.5,187.23,183.33,185.54,157678100
2025-10-07,186.23,189.06,184.0,185.04,140088000
2025-10-08,186.57,189.6,186.54,189.11,130168900
2025-10-09,192.23,195.3,191.06,192.57,182997200
2025-10-10,193.51,195.62,182.05,183.16,268774400
2025-10-13,187.97,190.11,185.96,188.32,153482800
2025-10-14,184.77,184.8,179.7,180.03,205641400
2025-10-15,184.8,184.87,177.29,179.83,214450500
2025-10-16,182.23,183.28,179.77,181.81,179723300
2025-10-17,180.18,184.1,179.75,183.22,173135200
2025-10-20,183.13,185.2,181.73,182.64,128544700
2025-10-21,182.79,182.79,179.8,181.16,124240200
2025-10-22,181.14,183.44,176.76,180.28,162249600
2025-10-23,180.42,183.03,179.79,182.16,111363700
2025-10-24,183.84,187.47,183.5,186.26,131296700
2025-10-27,189.99,192.0,188.43,191.49,153452700
2025-10-28,193.05,203.15,191.91,201.03,297986200
2025-10-29,207.98,212.19,204.78,207.04,308829600
2025-10-30,205.15,206.16,201.41,202.89,178864400
2025-10-31,206.45,207.97,202.07,202.49,179802200
2025-11-03,208.08,211.34,205.56,206.88,180267300
2025-11-04,203.0,203.97,197.93,198.69,188919300
2025-11-05,198.77,202.92,194.65,195.21,171350300
2025-11-06,196.42,197.62,186.38,188.08,223029800
2025-11-07,184.9,188.32,178.91,188.15,264942300
2025-11-10,195.11,199.94,193.79,199.05,198897100
2025-11-11,195.16,195.42,191.3,193.16,176483300
2025-11-12,195.72,195.89,191.13,193.8,154935300
2025-11-13,191.05,191.44,183.85,186.86,207423100
2025-11-14,182.86,191.01,180.58,190.17,186591900
2025-11-17,185.97,189.0,184.32,186.6,173628900
2025-11-18,183.38,184.8,179.65,181.36,213598900
2025-11-19,184.79,187.86,182.83,186.52,247246400
2025-11-20,195.95,196.0,179.85,180.64,343504800
2025-11-21,181.24,184.56,172.93,178.88,346926200
2025-11-24,179.49,183.5,176.48,182.55,256618300
2025-11-25,174.91,178.16,169.55,177.82,320600300
2025-11-26,181.63,182.91,178.24,180.26,183852000
2025-11-28,179.01,179.29,176.5,177.0,121332800
2025-12-01,174.76,180.3,173.68,179.92,188131000
2025-12-02,181.76,185.66,180.0,181.46,182632200
2025-12-03,181.08,182.45,179.11,179.59,165138000
2025-12-04,181.62,184.52,179.96,183.38,167364900
2025-12-05,183.89,184.66,180.91,182.41,143971100
2025-12-08,182.64,188.0,182.4,185.55,204378100
2025-12-09,185.56,185.72,183.32,184.97,144719700
2025-12-10,184.97,185.48,182.04,183.78,162785400
2025-12-11,180.28,181.32,176.62,180.93,182136600
2025-12-12,181.11,182.82,174.62,175.02,204274900
2025-12-15,177.94,178.42,175.03,176.29,164775600
2025-12-16,176.26,178.49,174.9,177.72,148588100
2025-12-17,176.1,176.13,170.31,170.94,222775500
2025-12-18,174.53,176.15,171.82,174.14,176096000
2025-12-19,176.67,181.45,176.34,180.99,324925900
2025-12-22,183.92,184.16,182.35,183.69,129064400
2025-12-23,182.97,189.33,182.9,189.21,174873600
2025-12-24,187.94,188.91,186.59,188.61,65528500
2025-12-26,189.92,192.69,188.0,190.53,139740300
2025-12-29,187.71,188.76,185.91,188.22,120006100
2025-12-30,188.24,188.99,186.93,187.54,97687300
2025-12-31,189.57,190.56,186.49,186.5,120100500
2026-01-02,189.84,192.93,188.26,188.85,148240500
2026-01-05,191.76,193.63,186.15,188.12,183529700
2026-01-06,190.52,192.17,186.82,187.24,176862600
2026-01-07,188.57,191.37,186.56,189.11,153543200
2026-01-08,189.11,189.55,183.71,185.04,172457000
2026-01-09,185.08,186.34,183.67,184.86,131327500
2026-01-12,183.22,187.12,183.02,184.94,137968500
2026-01-13,185.0,188.11,183.4,185.81,160128900
2026-01-14,184.32,184.46,180.8,183.14,159586100
2026-01-15,186.5,189.7,186.33,187.05,206188600
2026-01-16,189.08,190.44,186.08,186.23,187967200
2026-01-20,181.9,182.38,177.61,178.07,223345300
2026-01-21,179.05,185.38,178.4,183.32,200381000
2026-01-22,184.75,186.17,183.93,184.84,139636600
2026-01-23,187.5,189.6,186.82,187.67,142748100
2026-01-26,187.16,189.12,185.99,186.47,124799600
2026-01-27,187.24,190.0,185.7,188.52,143711600
2026-01-28,191.27,192.35,189.84,191.52,148552700
2026-01-29,191.34,193.48,186.06,192.51,171764400
2026-01-30,191.21,194.49,189.47,191.13,179489500
2026-02-02,187.2,190.3,184.88,185.61,165794100
2026-02-03,186.24,186.27,176.23,180.34,204019600
2026-02-04,179.46,179.58,171.91,174.19,207014100
2026-02-05,174.93,176.82,171.03,171.88,206312900
2026-02-06,176.69,187.0,174.6,185.41,231346200
2026-02-09,184.26,193.66,183.95,190.04,196387400
2026-02-10,191.38,192.48,188.12,188.54,136764800
2026-02-11,192.45,193.26,188.77,190.05,144192700
2026-02-12,193.03,193.61,186.51,186.94,189932500
2026-02-13,187.48,187.5,181.59,182.81,161888000
2026-02-17,181.75,187.15,179.18,184.97,162276900
2026-02-18,188.75,190.37,186.76,187.98,164749100
2026-02-19,187.06,188.43,185.66,187.9,126554500
2026-02-20,186.57,190.33,185.94,189.82,178422300
2026-02-23,191.4,193.95,189.58,191.55,171584800
2026-02-24,191.49,193.77,187.4,192.85,175123600
2026-02-25,194.45,197.63,193.79,195.56,250637100
2026-02-26,194.27,194.29,184.32,184.89,360807900
2026-02-27,181.25,182.59,176.38,177.19,311636500
2026-03-02,175.01,183.46,174.64,182.48,209095300
2026-03-03,178.49,180.9,176.92,180.05,178099400
2026-03-04,180.44,184.7,180.06,183.04,177731200
2026-03-05,181.17,184.06,177.88,183.34,198779700
2026-03-06,179.84,182.76,176.82,177.82,189021900
2026-03-09,176.83,182.91,175.56,182.65,177213600
2026-03-10,182.4,186.44,182.01,184.77,179118500
2026-03-11,185.91,187.62,184.45,186.03,145280400
2026-03-12,184.05,184.94,181.75,183.14,155762700
2026-03-13,184.92,186.09,179.94,180.25,160988400
2026-03-16,182.97,188.88,181.41,183.22,217307400
2026-03-17,185.06,185.4,181.68,181.93,182497800
2026-03-18,182.48,183.38,180.33,180.4,156683100
2026-03-19,178.01,179.98,175.79,178.56,170968500
2026-03-20,178.0,178.26,171.72,172.7,241323500
2026-03-23,177.26,178.37,174.76,175.64,182836300
2026-03-24,174.83,176.22,173.98,175.2,147667800
2026-03-25,177.1,181.22,176.85,178.68,162602100
2026-03-26,176.07,176.51,171.14,171.24,186152200
2026-03-27,170.0,170.97,167.01,167.52,196212700
2026-03-30,168.78,169.45,164.27,165.17,185627000
2026-03-31,166.97,174.62,166.96,174.4,226181300
2026-04-01,176.0,177.37,174.75,175.75,168132000
2026-04-02,172.18,177.49,171.37,177.39,143143200
2026-04-06,177.16,177.79,175.76,177.64,107564300
2026-04-07,175.73,178.23,173.66,178.1,132534900
2026-04-08,184.5,185.26,180.3,182.08,147732700
2026-04-09,181.84,184.08,180.62,183.91,116428500
2026-04-10,184.31,190.0,184.3,188.63,160459500
2026-04-13,186.03,189.66,185.74,189.31,133648200
2026-04-14,190.84,196.51,190.77,196.51,161307000
2026-04-15,196.54,200.4,195.74,198.87,185338400
2026-04-16,197.43,199.85,195.81,198.35,134012900
2026-04-17,199.9,201.7,199.27,201.68,160324400
2026-04-20,199.98,202.17,197.84,202.06,119381400
2026-04-21,202.13,202.75,199.0,199.88,107945300
2026-04-22,200.99,202.5,199.0,202.5,107501000
2026-04-23,202.46,203.83,197.22,199.64,113561800
2026-04-24,199.96,210.95,199.81,208.27,214134400
2026-04-27,209.65,216.83,207.38,216.61,187172400
2026-04-28,209.49,214.73,208.2,213.17,180275400
2026-04-29,212.7,212.72,207.58,209.25,123711800
2026-04-30,209.93,210.3,198.7,199.57,225239200
2026-05-01,201.28,203.0,197.12,198.45,128647000
2026-05-04,199.5,201.73,194.74,198.48,125368100
2026-05-05,199.3,200.24,196.03,196.5,113406600
2026-05-06,199.89,208.27,198.61,207.83,188362800
2026-05-07,208.34,214.2,206.5,211.5,168307900
2026-05-08,213.03,217.8,212.89,215.2,136421400
2026-05-11,214.04,222.3,213.89,219.44,160685800
2026-05-12,218.55,223.75,214.92,220.78,159176600
2026-05-13,224.93,227.84,221.57,225.83,150405400
2026-05-14,229.85,236.54,229.3,235.74,180782900
2026-05-15,229.76,231.5,224.24,225.32,180977600
2026-05-18,229.87,230.0,218.37,222.32,146280900
2026-05-19,219.62,224.48,217.91,220.61,140948200
2026-05-20,223.18,226.13,220.5,223.47,184201600
2026-05-21,222.29,227.4,217.93,219.51,203381800
2026-05-22,220.9,221.01,214.8,215.33,169275700
2026-05-26,216.54,218.18,212.0,214.86,187202600
2026-05-27,214.12,214.15,208.78,212.6,167601200
2026-05-28,211.28,215.52,211.22,214.25,143996000
2026-05-29,214.58,217.86,211.13,211.14,289410600
2026-06-01,215.73,224.87,215.7,224.36,212850700
2026-06-02,227.18,232.28,221.35,222.82,193362900
2026-06-03,221.72,222.82,214.51,214.75,160907000
2026-06-04,213.91,221.6,210.97,218.66,169022200
2026-06-05,214.53,214.87,204.33,205.1,219655500
2026-06-08,210.18,210.47,206.0,208.64,138372800
2026-06-09,210.62,211.4,199.34,208.19,180962500
2026-06-10,204.43,207.22,199.92,200.42,161746600
2026-06-11,201.49,205.66,199.54,204.87,158643200
2026-06-12,204.86,207.07,203.44,205.19,112001800
2026-06-15,208.92,212.71,208.34,212.45,149936700
2026-06-16,211.18,211.49,207.29,207.41,125694100
2026-06-17,208.53,209.21,203.08,204.65,128363500
2026-06-18,207.33,211.39,206.5,210.69,241272000
2026-06-22,211.44,213.99,207.72,208.65,122041400
2026-06-23,202.17,203.77,200.0,200.04,153496200
2026-06-24,200.12,201.67,196.58,199.0,151810700
2026-06-25,200.08,200.8,192.13,195.74,149550000
2026-06-26,193.12,195.55,191.22,192.53,179304100
2026-06-29,193.85,196.18,189.8,194.97,148835700
2026-06-30,197.24,200.63,195.11,200.09,166476700
2026-07-01,196.2,199.85,193.45,197.58,146147600
2026-07-02,197.14,200.06,192.35,194.83,142068700
2026-07-06,194.42,197.55,193.99,195.55,108999000
2026-07-07,192.37,198.41,191.14,196.93,124154600
2026-07-08,195.18,205.16,195.06,204.12,147419100
2026-07-09,204.46,204.59,198.96,202.78,132037400
2026-07-10,202.0,211.0,201.92,210.96,148421000
2026-07-13,208.54,210.57,203.0,203.53,121411000
2026-07-14,208.2,212.55,203.8,211.8,124379600
2026-07-15,211.96,213.81,206.04,212.5,124797200
2026-07-16,210.17,211.08,205.85,207.4,122986100
2026-07-17,202.64,206.65,197.97,202.81,144281900
2026-07-20,205.87,207.74,202.28,203.28,88701500
2026-07-21,207.54,208.65,204.01,207.29,108685600
2026-07-22,205.81,214.39,204.95,212.06,137645600
2026-07-23,209.46,210.87,205.96,208.76,110505300
2026-07-24,207.45,211.91,204.81,206.84,114836800
2026-07-27,208.2,208.75,195.44,196.51,154353700
2026-07-28,195.0,198.7,192.74,197.01,134111500
2026-07-29,195.85,197.07,190.01,190.01,147680800
2026-07-30,193.45,197.25,191.52,195.04,129010200
2026-07-31,198.44,202.0,194.95,200.75,139961200
2026-08-03,197.69,208.74,196.85,206.64,128406900
2026-08-04,211.3,213.06,209.05,211.94,134922000
2026-08-05,216.86,222.22,216.4,219.22,158187400
2026-08-06,221.53,223.63,217.0,218.99,113940600
2026-08-07,221.54,224.76,220.66,223.96,105669400
2026-08-10,223.4,224.14,216.77,217.55,115846600
2026-08-11,222.17,222.2,216.2,217.5,101273100
2026-08-12,221.04,225.1,220.2,224.09,108783600
2026-08-13,225.06,227.23,223.71,225.3,98867200
2026-08-14,226.77,227.49,224.5,225.16,75680900
2026-08-17,225.98,227.92,224.86,225.01,93678700
2026-08-18,220.45,221.64,218.69,219.74,103128200
2026-08-19,221.67,222.87,216.76,217.56,96797300
2026-08-20,218.36,219.86,215.66,216.85,92457000
2026-08-21,218.42,218.74,214.5,214.72,98869300
2026-08-24,215.53,215.59,207.25,208.48,135187300
2026-08-25,211.03,214.73,210.11,213.05,122309000
2026-08-26,212.64,213.6,209.23,209.66,179900000
2026-08-27,222.86,230.47,220.9,227.98,298909800
2026-08-28,227.36,229.26,216.81,217.55,195116400
2026-08-31,218.87,221.3,216.21,220.78,124702700
2026-09-01,216.75,220.41,215.1,217.44,109756200
2026-09-02,218.79,227.95,218.48,224.41,156676500
